frame_id,track_id,filter_mode,final_calculated_distance
125,2,2,2.170237
126,1,2,1.137502
126,2,2,2.170549
127,1,2,1.137502
127,2,2,2.170549
128,1,2,1.137498
128,2,2,2.170549
129,1,2,1.137498
129,2,2,2.170549
130,1,2,1.137498
130,2,2,2.170549
131,1,2,1.137498
131,2,2,2.170549
132,1,2,1.137498
132,2,2,2.170237
133,1,2,1.137498
133,2,2,2.170237
134,1,2,1.137498
134,2,2,2.170549
135,1,2,1.137498
135,2,2,2.170549
136,1,2,1.137498
136,2,2,2.170549
137,1,2,1.137498
137,2,2,2.170549
138,1,2,1.137498
138,2,2,2.170549
139,1,2,1.137498
139,2,2,2.170549
140,1,2,1.137502
140,2,2,2.170549
141,1,2,1.137502
141,2,2,2.170549
142,1,2,1.137502
142,2,2,2.170549
143,1,2,1.137502
143,2,2,2.170549
144,1,2,1.137502
144,2,2,2.170237
145,1,2,1.137502
145,2,2,2.170237
146,1,2,1.137498
146,2,2,2.170237
147,1,2,1.137498
147,2,2,2.131541
148,1,2,1.137498
148,2,2,2.093897
149,1,2,1.126415
149,2,2,2.057545
150,1,2,1.104851
150,2,2,1.988459
151,1,2,1.084065
151,2,2,1.893015
152,1,2,1.104854
152,2,2,1.955607
153,1,2,1.104854
153,2,2,1.955607
154,1,2,1.094365
154,2,2,1.955607
155,1,2,1.094365
155,2,2,2.022419
156,1,2,1.094365
156,2,2,2.05728
157,1,2,1.094365
157,2,2,2.057545
158,1,2,1.094365
158,2,2,2.093897
159,1,2,1.084065
159,2,2,2.093897
160,1,2,1.084064
160,2,2,2.057545
161,1,2,1.073945
161,2,2,1.924026
162,1,2,1.054241
162,2,2,1.893221
163,1,2,1.025939
163,2,2,1.893015
164,1,2,1.016819
164,2,2,1.893221
165,1,2,1.007857
165,2,2,1.924026
166,1,2,0.999044
166,2,2,1.893015
167,1,2,0.981851
167,2,2,1.89343
168,1,2,0.981851
168,2,2,1.893643
169,1,2,0.98184
169,2,2,1.893643
170,1,2,0.973463
170,2,2,1.893643
171,1,2,0.973463
171,2,2,1.89386
172,1,2,0.957087
172,2,2,1.89386
173,1,2,0.941224
173,2,2,1.89386
174,1,2,0.933477
174,2,2,1.863774
175,1,2,0.925849
175,2,2,1.863774
176,1,2,0.918338
176,2,2,1.835013
177,1,2,0.91094
177,2,2,1.8073
178,1,2,0.896476
178,2,2,1.8073
179,1,2,0.889404
179,2,2,1.8073
180,1,2,0.882419
180,2,2,1.8073
181,1,2,0.875552
181,2,2,1.807494
182,1,2,0.868784
182,2,2,1.807494
183,1,2,0.862113
183,2,2,1.807494
184,1,2,0.862113
184,2,2,1.807692
185,1,2,0.862113
185,2,2,1.807692
186,1,2,0.855517
186,2,2,1.807692
187,1,2,0.855497
187,2,2,1.807692
188,1,2,0.848992
188,2,2,1.807692
189,1,2,0.823943
189,2,2,1.728331
190,1,2,0.811926
190,2,2,1.703484
191,1,2,0.800229
191,2,2,1.70332
192,1,2,0.794472
192,2,2,1.679324
193,1,2,0.788814
193,2,2,1.679166
194,1,2,0.78323
194,2,2,1.655821
195,1,2,0.777794
195,2,2,1.655821
196,1,2,0.772328
196,2,2,1.655821
197,1,2,0.766931
197,2,2,1.632804
198,1,2,0.761628
198,2,2,1.632804
199,1,2,0.756417
199,2,2,1.632804
200,1,2,0.751192
200,2,2,1.632804
201,1,2,0.751136
201,2,2,1.632804
202,1,2,0.74104
202,2,2,1.632661
203,1,2,0.72615
203,2,2,1.632381
204,1,2,0.716531
204,2,2,1.587983
205,1,2,0.716463
205,2,2,1.587865
206,1,2,0.706985
206,2,2,1.587749
207,1,2,0.69335
207,2,2,1.545726
208,1,2,0.693229
208,2,2,1.525532
209,1,2,0.688671
209,2,2,1.525265
210,1,2,0.688627
210,2,2,1.505857
211,1,2,0.679871
211,2,2,1.50553
212,1,2,0.675543
212,2,2,1.505452
213,1,2,0.666926
213,2,2,1.505301
214,1,2,0.662681
214,2,2,1.505156
215,1,2,0.658532
215,2,2,1.505017
216,1,2,0.654371
216,2,2,1.486234
217,1,2,0.650192
217,2,2,1.485904
218,1,2,0.642243
218,2,2,1.485842
219,1,2,0.642062
219,2,2,1.485723
220,1,2,0.634275
220,2,2,1.485723
221,1,2,0.63028
221,2,2,1.485609
222,1,2,0.626384
222,2,2,1.485554
223,1,2,0.622523
223,2,2,1.485501
224,1,2,0.618696
224,2,2,1.485449
225,1,2,0.611291
225,2,2,1.485349
226,1,2,0.600599
226,2,2,1.448657
227,1,2,0.593543
227,2,2,1.430989
228,1,2,0.589906
228,2,2,1.413666
229,1,2,0.586457
229,2,2,1.413632
230,1,2,0.579736
230,2,2,1.413632
231,1,2,0.573225
231,2,2,1.396756
232,1,2,0.566753
232,2,2,1.380299
233,1,2,0.56352
233,2,2,1.380299
234,1,2,0.557136
234,2,2,1.380299
235,1,2,0.55104
235,2,2,1.380299
236,1,2,0.544966
236,2,2,1.364215
237,1,2,0.541833
237,2,2,1.36419
238,1,2,0.538815
238,2,2,1.36419
239,1,2,0.535823
239,2,2,1.36419
240,1,2,0.527182
240,2,2,1.36419
241,1,2,0.527182
241,2,2,1.36419
242,1,2,0.527182
242,2,2,1.380271
243,1,2,0.524288
243,2,2,1.380271
244,1,2,0.524288
244,2,2,1.380271
245,1,2,0.524288
245,2,2,1.380271
246,1,2,0.519232
246,2,2,1.333095
247,1,2,0.516321
247,2,2,1.333095
248,1,2,0.516227
248,2,2,1.333095
249,1,2,0.516321
249,2,2,1.333095
250,1,2,0.516321
250,2,2,1.36419
251,1,2,0.521609
251,2,2,1.36419
252,1,2,0.521609
252,2,2,1.36419
253,1,2,0.521609
253,2,2,1.36419
254,1,2,0.518954
254,2,2,1.348468
255,1,2,0.518859
255,2,2,1.348468
256,1,2,0.518859
256,2,2,1.348468
257,1,2,0.518859
257,2,2,1.348468
258,1,2,0.518859
258,2,2,1.348468
259,1,2,0.518859
259,2,2,1.36419
260,1,2,0.518859
260,2,2,1.36419
261,1,2,0.518859
261,2,2,1.348468
262,1,2,0.518859
262,2,2,1.348468
263,1,2,0.518859
263,2,2,1.348468
264,1,2,0.518859
264,2,2,1.348468
265,1,2,0.518763
265,2,2,1.348468
266,1,2,0.518763
266,2,2,1.348468
267,1,2,0.518763
267,2,2,1.348468
268,1,2,0.518859
268,2,2,1.348468
269,1,2,0.518859
269,2,2,1.348445
270,1,2,0.518859
270,2,2,1.348445
271,1,2,0.518859
271,2,2,1.348445
272,1,2,0.518859
272,2,2,1.348445
273,1,2,0.518763
273,2,2,1.364165
274,1,2,0.518763
274,2,2,1.364165
275,1,2,0.518763
275,2,2,1.364165
276,1,2,0.518763
276,2,2,1.348468
277,1,2,0.518763
277,2,2,1.348468
278,1,2,0.518763
278,2,2,1.348468
279,1,2,0.518763
279,2,2,1.364165
280,1,2,0.518763
280,2,2,1.364165
281,1,2,0.518763
281,2,2,1.364165
282,1,2,0.518763
282,2,2,1.348445
283,1,2,0.518763
283,2,2,1.348445
284,1,2,0.518859
284,2,2,1.348445
285,1,2,0.518859
285,2,2,1.348445
286,1,2,0.518763
286,2,2,1.348468
287,1,2,0.518859
287,2,2,1.348468
288,1,2,0.518954
288,2,2,1.348468
289,1,2,0.518859
289,2,2,1.348445
290,1,2,0.518859
290,2,2,1.348445
291,1,2,0.518859
291,2,2,1.348445
292,1,2,0.518859
292,2,2,1.348445
293,1,2,0.518859
293,2,2,1.348445
294,1,2,0.518859
294,2,2,1.348445
295,1,2,0.518763
295,2,2,1.348445
296,1,2,0.518859
296,2,2,1.348445
297,1,2,0.518859
297,2,2,1.348468
298,1,2,0.518859
298,2,2,1.348468
299,1,2,0.518763
299,2,2,1.36419
300,1,2,0.518859
300,2,2,1.36419
301,1,2,0.518763
301,2,2,1.36419
302,1,2,0.518763
302,2,2,1.36419
303,1,2,0.518763
303,2,2,1.36419
304,1,2,0.518763
304,2,2,1.36419
305,1,2,0.518763
305,2,2,1.36419
306,1,2,0.518763
306,2,2,1.36419
307,1,2,0.518763
307,2,2,1.36419
308,1,2,0.518763
308,2,2,1.36419
309,1,2,0.518763
309,2,2,1.348468
310,1,2,0.513429
310,2,2,1.348468
311,1,2,0.510844
311,2,2,1.348468
312,1,2,0.505456
312,2,2,1.318059
313,1,2,0.505262
313,2,2,1.303368
314,1,2,0.500057
314,2,2,1.31808
315,1,2,0.499958
315,2,2,1.303368
316,1,2,0.497487
316,2,2,1.303368
317,1,2,0.492311
317,2,2,1.303368
318,1,2,0.487317
318,2,2,1.288971
319,1,2,0.484749
319,2,2,1.274879
320,1,2,0.479566
320,2,2,1.274863
321,1,2,0.474557
321,2,2,1.261068
322,1,2,0.467284
322,2,2,1.26104
323,1,2,0.464858
323,2,2,1.261026
324,1,2,0.457679
324,2,2,1.247509
325,1,2,0.450642
325,2,2,1.247449
326,1,2,0.445908
326,2,2,1.234272
327,1,2,0.443252
327,2,2,1.234244
328,1,2,0.432279
328,2,2,1.208569
329,1,2,0.425578
329,2,2,1.196125
330,1,2,0.416859
330,2,2,1.196099
331,1,2,0.410113
331,2,2,1.19609
332,1,2,0.403127
332,2,2,1.183919
333,1,2,0.394975
333,2,2,1.183897
334,1,2,0.381117
334,2,2,1.183897
335,1,2,0.367743
335,2,2,1.148726
336,1,2,0.358085
336,2,2,1.115511
337,1,2,0.348413
337,2,2,1.115508
338,1,2,0.344965
338,2,2,1.094365
339,1,2,0.343011
339,2,2,1.084071
340,1,2,0.341196
340,2,2,1.073952
341,1,2,0.339074
341,2,2,1.073943
342,1,2,0.338212
342,2,2,1.063966
343,1,2,0.33779
343,2,2,1.054208
344,1,2,0.336016
344,2,2,1.04455
345,1,2,0.33243
345,2,2,0.998836
346,1,2,0.33175
346,2,2,0.998766
347,1,2,0.327841
347,2,2,0.972986
348,1,2,0.325876
348,2,2,0.964616
349,1,2,0.323583
349,2,2,0.956313
350,1,2,0.323428
350,2,2,0.924769
351,1,2,0.323131
351,2,2,0.917078
352,1,2,0.322653
352,2,2,0.909365
353,1,2,0.322491
353,2,2,0.909114
354,2,2,0.90889
355,2,2,0.901245
356,2,2,0.893673
357,2,2,0.88629
358,2,2,0.85837
359,2,2,0.844639
360,2,2,0.837684
361,2,2,0.812008
362,2,2,0.80537
363,2,2,0.798765
364,2,2,0.786356
365,2,2,0.785647
366,2,2,0.762521
367,2,2,0.745905
368,2,2,0.735153
369,2,2,0.72465
370,2,2,0.719489
371,2,2,0.714387
372,2,2,0.704819
373,2,2,0.695641
374,2,2,0.695488
375,2,2,0.692176
376,2,2,0.691441
377,2,2,0.688292
378,2,2,0.684441
379,2,2,0.671564
380,2,2,0.655223
381,2,2,0.651855
382,2,2,0.64527
383,2,2,0.644585
384,2,2,0.641935
385,2,2,0.639099
386,2,2,0.634715
387,2,2,0.6281
388,2,2,0.617352
389,2,2,0.606849
390,2,2,0.593226
391,2,2,0.583518
392,2,2,0.577394
393,2,2,0.574959
394,2,2,0.574574
395,2,2,0.565791
396,2,2,0.563003
397,2,2,0.557158
398,2,2,0.554312
399,2,2,0.545603
400,2,2,0.537076
401,2,2,0.523219
402,2,2,0.517934
403,2,2,0.507518
404,2,2,0.499999
405,2,2,0.490198
406,2,2,0.483024
406,6,2,0.46668
407,2,2,0.475971
408,2,2,0.466752
409,2,2,0.464432
410,2,2,0.45326
411,2,2,0.440364
412,2,2,0.429975
413,2,2,0.421798
414,2,2,0.411841
415,2,2,0.405902
416,2,2,0.396484
417,2,2,0.387443
418,2,2,0.380407
419,2,2,0.375315
420,2,2,0.371947
421,2,2,0.370377
422,2,2,0.370377
423,2,2,0.368816
424,2,2,0.368816
425,2,2,0.368816
426,2,2,0.370377
427,2,2,0.370377
428,2,2,0.370377
429,2,2,0.370377
430,2,2,0.370377
431,2,2,0.370377
432,2,2,0.370377
433,2,2,0.370377
434,2,2,0.370377
435,2,2,0.370377
436,2,2,0.370377
437,2,2,0.370377
438,2,2,0.370377
439,2,2,0.370377
440,2,2,0.370377
441,2,2,0.370377
442,2,2,0.370377
443,2,2,0.370442
444,2,2,0.370442
445,2,2,0.370442
446,2,2,0.370442
447,2,2,0.370442
448,2,2,0.370442
449,2,2,0.370442
450,2,2,0.370442
451,2,2,0.370442
452,2,2,0.370442
453,2,2,0.370442
454,2,2,0.370442
455,2,2,0.370442
456,2,2,0.370442
457,2,2,0.370442
458,2,2,0.370442
459,2,2,0.370442
460,2,2,0.370442
461,2,2,0.370442
462,2,2,0.370442
463,2,2,0.370442
464,2,2,0.370442
465,2,2,0.370442
466,2,2,0.370442
467,2,2,0.370442
468,2,2,0.370442
469,2,2,0.370442
470,2,2,0.370442
471,2,2,0.370442
472,2,2,0.370442
473,2,2,0.370442
474,2,2,0.370442
475,2,2,0.370442
476,2,2,0.370442
477,2,2,0.370442
478,2,2,0.370442
479,2,2,0.370442
480,2,2,0.368881
481,2,2,0.368881
482,2,2,0.370442
483,2,2,0.370442
484,2,2,0.368881
485,2,2,0.370442
486,2,2,0.370442
487,2,2,0.368881
488,2,2,0.370442
489,2,2,0.370442
490,2,2,0.368881
491,2,2,0.368816
492,2,2,0.368816
493,2,2,0.367199
494,2,2,0.367199
495,2,2,0.36665
496,2,2,0.363726
497,2,2,0.361244
498,2,2,0.360999
499,2,2,0.360482
500,2,2,0.360025
501,2,2,0.35964
502,2,2,0.359341
503,2,2,0.358822
504,2,2,0.358387
505,2,2,0.357936
506,2,2,0.357226
507,2,2,0.356348
508,2,2,0.355276
509,2,2,0.354637
510,2,2,0.354343
511,2,2,0.35413
512,2,2,0.352
513,2,2,0.350551
514,2,2,0.347618
515,2,2,0.345071
516,2,2,0.34372
517,2,2,0.341955
518,2,2,0.336371
