frame_id,track_id,filter_mode,final_calculated_distance
200,1,1,0.74104
200,2,1,1.632661
201,1,1,0.72615
201,2,1,1.632381
202,1,1,0.716531
202,2,1,1.587983
203,1,1,0.716463
203,2,1,1.587865
204,1,1,0.706985
204,2,1,1.587749
205,1,1,0.69335
205,2,1,1.545726
206,1,1,0.693229
206,2,1,1.525532
207,1,1,0.688671
207,2,1,1.505857
208,1,1,0.688627
208,2,1,1.525265
209,1,1,0.679871
209,2,1,1.50553
210,1,1,0.675543
210,2,1,1.505452
211,1,1,0.666926
211,2,1,1.505301
212,1,1,0.662681
212,2,1,1.486234
213,1,1,0.658532
213,2,1,1.505156
214,1,1,0.654371
214,2,1,1.505017
215,1,1,0.650192
215,2,1,1.485904
216,1,1,0.642243
216,2,1,1.485842
217,1,1,0.642062
217,2,1,1.485723
218,1,1,0.634275
218,2,1,1.485723
219,1,1,0.63028
219,2,1,1.485609
220,1,1,0.626384
220,2,1,1.485554
221,1,1,0.622523
221,2,1,1.485501
222,1,1,0.618696
222,2,1,1.485449
223,1,1,0.611291
223,2,1,1.485349
224,1,1,0.600599
224,2,1,1.448657
225,1,1,0.593543
225,2,1,1.430989
226,1,1,0.589906
226,2,1,1.413666
227,1,1,0.586457
227,2,1,1.413632
228,1,1,0.579736
228,2,1,1.413632
229,1,1,0.573225
229,2,1,1.396756
230,1,1,0.566753
230,2,1,1.380299
231,1,1,0.56352
231,2,1,1.380299
232,1,1,0.557136
232,2,1,1.380299
233,1,1,0.55104
233,2,1,1.364215
234,1,1,0.544966
234,2,1,1.380299
235,1,1,0.541833
235,2,1,1.36419
236,1,1,0.538815
236,2,1,1.36419
237,1,1,0.535823
237,2,1,1.36419
238,1,1,0.527182
238,2,1,1.36419
239,1,1,0.521609
239,2,1,1.36419
240,1,1,0.521704
240,2,1,1.380271
241,1,1,0.52991
241,2,1,1.413567
242,1,1,0.538437
242,2,1,1.466551
243,1,1,0.524288
243,2,1,1.380271
244,1,1,0.516036
244,2,1,1.303349
245,1,1,0.519232
245,2,1,1.333095
246,1,1,0.516321
246,2,1,1.333095
247,1,1,0.510844
247,2,1,1.318059
248,1,1,0.516227
248,2,1,1.36419
249,1,1,0.521798
249,2,1,1.36419
250,1,1,0.521609
250,2,1,1.36419
251,1,1,0.521609
251,2,1,1.36419
252,1,1,0.518859
252,2,1,1.348468
253,1,1,0.518954
253,2,1,1.333095
254,1,1,0.518859
254,2,1,1.348468
255,1,1,0.516132
255,2,1,1.348468
256,1,1,0.518763
256,2,1,1.36419
257,1,1,0.521513
257,2,1,1.348468
258,1,1,0.521513
258,2,1,1.36419
259,1,1,0.518859
259,2,1,1.36419
260,1,1,0.518859
260,2,1,1.348468
261,1,1,0.518859
261,2,1,1.348468
262,1,1,0.518859
262,2,1,1.348468
263,1,1,0.518763
263,2,1,1.364165
264,1,1,0.518763
264,2,1,1.364165
265,1,1,0.518763
265,2,1,1.348445
266,1,1,0.518954
266,2,1,1.348468
267,1,1,0.518859
267,2,1,1.348468
268,1,1,0.518954
268,2,1,1.348445
269,1,1,0.518859
269,2,1,1.348445
270,1,1,0.518859
270,2,1,1.348445
271,1,1,0.518763
271,2,1,1.364165
272,1,1,0.518763
272,2,1,1.36419
273,1,1,0.518763
273,2,1,1.36419
274,1,1,0.518859
274,2,1,1.348468
275,1,1,0.518859
275,2,1,1.348468
276,1,1,0.518763
276,2,1,1.348468
277,1,1,0.518763
277,2,1,1.36419
278,1,1,0.518763
278,2,1,1.364165
279,1,1,0.518763
279,2,1,1.364165
280,1,1,0.51914
280,2,1,1.348445
281,1,1,0.518859
281,2,1,1.348445
282,1,1,0.518763
282,2,1,1.348445
283,1,1,0.518763
283,2,1,1.348445
284,1,1,0.518954
284,2,1,1.348468
285,1,1,0.518859
285,2,1,1.348468
286,1,1,0.518763
286,2,1,1.348468
287,1,1,0.518954
287,2,1,1.348445
288,1,1,0.519047
288,2,1,1.348445
289,1,1,0.518859
289,2,1,1.348445
290,1,1,0.518859
290,2,1,1.348468
291,1,1,0.518763
291,2,1,1.348468
292,1,1,0.518763
292,2,1,1.348445
293,1,1,0.518859
293,2,1,1.348423
294,1,1,0.518859
294,2,1,1.348445
295,1,1,0.518763
295,2,1,1.348468
296,1,1,0.518859
296,2,1,1.348468
297,1,1,0.518763
297,2,1,1.36419
298,1,1,0.518859
298,2,1,1.36419
299,1,1,0.518763
299,2,1,1.36419
300,1,1,0.518859
300,2,1,1.348468
301,1,1,0.518763
301,2,1,1.348468
302,1,1,0.518763
302,2,1,1.36419
303,1,1,0.518763
303,2,1,1.36419
304,1,1,0.518859
304,2,1,1.36419
305,1,1,0.518763
305,2,1,1.36419
306,1,1,0.518763
306,2,1,1.36419
307,1,1,0.518954
307,2,1,1.348468
308,1,1,0.510844
308,2,1,1.318059
309,1,1,0.505456
309,2,1,1.303368
310,1,1,0.513429
310,2,1,1.348492
311,1,1,0.505262
311,2,1,1.348468
312,1,1,0.500057
312,2,1,1.303349
313,1,1,0.499958
313,2,1,1.303368
314,1,1,0.497487
314,2,1,1.31808
315,1,1,0.492311
315,2,1,1.303368
316,1,1,0.487317
316,2,1,1.288971
317,1,1,0.484749
317,2,1,1.274879
318,1,1,0.479566
318,2,1,1.274863
319,1,1,0.474557
319,2,1,1.261068
320,1,1,0.467284
320,2,1,1.26104
321,1,1,0.464858
321,2,1,1.261026
322,1,1,0.457679
322,2,1,1.247509
323,1,1,0.450642
323,2,1,1.234272
324,1,1,0.445908
324,2,1,1.234244
325,1,1,0.443252
325,2,1,1.247449
326,1,1,0.432279
326,2,1,1.208569
327,1,1,0.425578
327,2,1,1.196125
328,1,1,0.416859
328,2,1,1.183919
329,1,1,0.410113
329,2,1,1.196099
330,1,1,0.403127
330,2,1,1.19609
331,1,1,0.394975
331,2,1,1.183897
332,1,1,0.381117
332,2,1,1.183897
333,1,1,0.367743
333,2,1,1.148726
334,1,1,0.358085
334,2,1,1.115508
335,1,1,0.348413
335,2,1,1.115511
336,1,1,0.344965
336,2,1,1.094365
337,1,1,0.343011
337,2,1,1.084071
338,1,1,0.341196
338,2,1,1.073952
339,1,1,0.339074
339,2,1,1.073943
340,1,1,0.338212
340,2,1,1.054208
341,1,1,0.33779
341,2,1,1.063966
342,1,1,0.336016
342,2,1,1.04455
343,1,1,0.33243
343,2,1,0.998836
344,1,1,0.33175
344,2,1,0.998766
345,1,1,0.327841
345,2,1,0.972986
346,1,1,0.325876
346,2,1,0.964616
347,1,1,0.323583
347,2,1,0.956313
348,1,1,0.322653
348,2,1,0.924769
349,1,1,0.323428
349,2,1,0.917078
350,1,1,0.322491
350,2,1,0.909365
351,1,1,0.323131
351,2,1,0.909114
352,1,1,0.321142
352,2,1,0.90889
353,1,1,0.320776
353,2,1,0.901245
354,2,1,0.893673
355,2,1,0.88629
356,2,1,0.85837
357,2,1,0.844639
358,2,1,0.837684
359,2,1,0.812008
360,2,1,0.80537
361,2,1,0.798765
362,2,1,0.786356
363,2,1,0.785647
364,2,1,0.762521
365,2,1,0.745905
366,2,1,0.735153
367,2,1,0.72465
368,2,1,0.719489
369,2,1,0.714387
370,2,1,0.704819
371,2,1,0.695488
372,2,1,0.695641
373,2,1,0.691441
374,2,1,0.692176
375,2,1,0.688292
376,2,1,0.684441
377,2,1,0.671564
378,2,1,0.655223
379,2,1,0.651855
380,2,1,0.644585
381,2,1,0.64527
382,2,1,0.641935
383,2,1,0.634715
384,2,1,0.639099
385,2,1,0.6281
386,2,1,0.617352
387,2,1,0.606849
388,2,1,0.593226
389,2,1,0.583518
390,2,1,0.577394
391,2,1,0.574574
392,2,1,0.574959
393,2,1,0.565791
394,2,1,0.563003
395,2,1,0.557158
396,2,1,0.554312
397,2,1,0.545603
398,2,1,0.537076
399,2,1,0.523219
400,2,1,0.517934
401,2,1,0.507518
402,2,1,0.499999
403,2,1,0.490198
404,2,1,0.483024
405,2,1,0.475971
406,2,1,0.466752
406,6,1,0.46668
407,2,1,0.464432
408,2,1,0.45326
409,2,1,0.440364
410,2,1,0.429975
411,2,1,0.421798
412,2,1,0.411841
413,2,1,0.405902
414,2,1,0.396484
415,2,1,0.387443
416,2,1,0.380407
417,2,1,0.375315
418,2,1,0.370377
419,2,1,0.370377
420,2,1,0.371947
421,2,1,0.367134
422,2,1,0.365527
423,2,1,0.368816
424,2,1,0.370377
425,2,1,0.370377
426,2,1,0.370377
427,2,1,0.370377
428,2,1,0.368751
429,2,1,0.370377
430,2,1,0.368751
431,2,1,0.370377
432,2,1,0.370377
433,2,1,0.370377
434,2,1,0.370377
435,2,1,0.370377
436,2,1,0.370377
437,2,1,0.370442
438,2,1,0.370377
439,2,1,0.370377
440,2,1,0.370442
441,2,1,0.370377
442,2,1,0.370442
443,2,1,0.370442
444,2,1,0.370442
445,2,1,0.370377
446,2,1,0.370442
447,2,1,0.370442
448,2,1,0.370442
449,2,1,0.370442
450,2,1,0.370442
451,2,1,0.370442
452,2,1,0.370442
453,2,1,0.370442
454,2,1,0.370442
455,2,1,0.370442
456,2,1,0.368816
457,2,1,0.368816
458,2,1,0.370442
459,2,1,0.370442
460,2,1,0.370442
461,2,1,0.370442
462,2,1,0.370442
463,2,1,0.370442
464,2,1,0.370442
465,2,1,0.368816
466,2,1,0.370442
467,2,1,0.370442
468,2,1,0.370442
469,2,1,0.370377
470,2,1,0.370442
471,2,1,0.370442
472,2,1,0.370442
473,2,1,0.368816
474,2,1,0.370442
475,2,1,0.370442
476,2,1,0.370507
477,2,1,0.368881
478,2,1,0.368816
479,2,1,0.370442
480,2,1,0.368881
481,2,1,0.370442
482,2,1,0.370442
483,2,1,0.368881
484,2,1,0.368881
485,2,1,0.370442
486,2,1,0.370507
487,2,1,0.368881
488,2,1,0.370442
489,2,1,0.368816
490,2,1,0.368816
491,2,1,0.367199
492,2,1,0.363726
493,2,1,0.36665
494,2,1,0.36797
495,2,1,0.361244
496,2,1,0.360999
497,2,1,0.360482
498,2,1,0.360025
499,2,1,0.35964
500,2,1,0.359341
501,2,1,0.358822
502,2,1,0.358387
503,2,1,0.357936
504,2,1,0.357226
505,2,1,0.356348
506,2,1,0.355276
507,2,1,0.35413
508,2,1,0.354343
509,2,1,0.354637
510,2,1,0.352
511,2,1,0.350551
512,2,1,0.347618
513,2,1,0.345071
514,2,1,0.34372
515,2,1,0.341955
516,2,1,0.336371
517,2,1,0.333619
518,2,1,0.330121
