frame_id,track_id,class,dist_m,speed_ms,ttc_s,state
1,1,Obstacle,0.515,0.0,inf,STATIC
3,2,Obstacle,0.518,0.0,inf,STATIC
4,2,Obstacle,0.519,-0.0,inf,DYNAMIC
5,2,Obstacle,0.52,-0.0,inf,DYNAMIC
6,2,Obstacle,0.52,-0.0,inf,DYNAMIC
7,2,Obstacle,0.52,-0.001,inf,DYNAMIC
8,2,Obstacle,0.52,-0.001,inf,STATIC
9,2,Obstacle,0.52,-0.001,inf,STATIC
10,2,Obstacle,0.521,-0.001,inf,STATIC
11,2,Obstacle,0.521,-0.001,inf,STATIC
12,2,Obstacle,0.521,-0.001,inf,STATIC
13,2,Obstacle,0.521,-0.001,inf,STATIC
14,2,Obstacle,0.521,-0.001,inf,STATIC
15,2,Obstacle,0.521,-0.001,inf,STATIC
16,2,Obstacle,0.521,-0.001,inf,STATIC
17,2,Obstacle,0.521,-0.001,inf,STATIC
18,2,Obstacle,0.521,-0.001,inf,STATIC
19,2,Obstacle,0.521,-0.001,inf,STATIC
20,2,Obstacle,0.521,-0.001,inf,STATIC
21,2,Obstacle,0.521,-0.001,inf,STATIC
22,2,Obstacle,0.521,-0.001,inf,STATIC
23,2,Obstacle,0.52,-0.0,inf,STATIC
24,2,Obstacle,0.519,0.0,inf,STATIC
25,2,Obstacle,0.519,0.0,inf,STATIC
26,2,Obstacle,0.52,0.0,inf,STATIC
27,2,Obstacle,0.52,0.0,inf,STATIC
28,2,Obstacle,0.52,0.0,inf,STATIC
29,2,Obstacle,0.52,0.0,inf,STATIC
30,2,Obstacle,0.52,0.0,inf,STATIC
31,2,Obstacle,0.52,0.0,inf,STATIC
32,2,Obstacle,0.519,0.0,inf,STATIC
33,2,Obstacle,0.519,0.001,inf,STATIC
34,2,Obstacle,0.518,0.001,inf,STATIC
35,2,Obstacle,0.518,0.001,inf,STATIC
36,2,Obstacle,0.518,0.001,inf,STATIC
37,2,Obstacle,0.518,0.001,inf,STATIC
38,2,Obstacle,0.518,0.001,inf,STATIC
39,2,Obstacle,0.518,0.001,inf,STATIC
40,2,Obstacle,0.518,0.001,inf,STATIC
41,2,Obstacle,0.518,0.001,inf,STATIC
42,2,Obstacle,0.518,0.001,inf,STATIC
43,2,Obstacle,0.518,0.001,inf,STATIC
44,2,Obstacle,0.518,0.001,inf,STATIC
45,2,Obstacle,0.519,0.001,inf,STATIC
46,2,Obstacle,0.519,0.001,inf,STATIC
47,2,Obstacle,0.52,0.0,inf,STATIC
48,2,Obstacle,0.52,0.0,inf,STATIC
49,2,Obstacle,0.52,-0.0,inf,STATIC
50,2,Obstacle,0.52,-0.0,inf,STATIC
51,2,Obstacle,0.52,-0.001,inf,STATIC
52,2,Obstacle,0.52,-0.001,inf,STATIC
53,2,Obstacle,0.52,-0.001,inf,STATIC
54,2,Obstacle,0.521,-0.001,inf,STATIC
55,2,Obstacle,0.521,-0.001,inf,STATIC
56,2,Obstacle,0.521,-0.001,inf,STATIC
57,2,Obstacle,0.521,-0.001,inf,STATIC
