frame_id,track_id,class,dist_m,speed_ms,ttc_s,state
1,1,Obstacle,0.579,0.0,inf,STATIC
2,1,Obstacle,0.589,-0.001,inf,DYNAMIC
3,1,Obstacle,0.59,-0.002,inf,DYNAMIC
3,2,Obstacle,1.337,0.0,inf,STATIC
4,1,Obstacle,0.59,-0.003,inf,DYNAMIC
4,2,Obstacle,1.337,-0.0,inf,DYNAMIC
5,1,Obstacle,0.591,-0.004,inf,DYNAMIC
5,2,Obstacle,1.339,-0.001,inf,DYNAMIC
6,1,Obstacle,0.592,-0.005,inf,STATIC
6,2,Obstacle,1.343,-0.003,inf,DYNAMIC
7,1,Obstacle,0.594,-0.006,inf,STATIC
7,2,Obstacle,1.353,-0.01,inf,DYNAMIC
8,1,Obstacle,0.602,-0.009,inf,STATIC
8,2,Obstacle,1.368,-0.023,inf,STATIC
9,1,Obstacle,0.611,-0.014,inf,STATIC
9,2,Obstacle,1.382,-0.039,inf,STATIC
10,1,Obstacle,0.621,-0.02,inf,DYNAMIC
10,2,Obstacle,1.393,-0.052,inf,STATIC
11,1,Obstacle,0.629,-0.026,inf,DYNAMIC
11,2,Obstacle,1.401,-0.061,inf,STATIC
12,1,Obstacle,0.638,-0.032,inf,DYNAMIC
12,2,Obstacle,1.417,-0.073,inf,STATIC
13,1,Obstacle,0.647,-0.038,inf,DYNAMIC
13,2,Obstacle,1.439,-0.086,inf,STATIC
14,1,Obstacle,0.654,-0.043,inf,DYNAMIC
14,2,Obstacle,1.455,-0.098,inf,STATIC
15,1,Obstacle,0.659,-0.046,inf,STATIC
15,2,Obstacle,1.468,-0.108,inf,STATIC
16,1,Obstacle,0.662,-0.048,inf,STATIC
16,2,Obstacle,1.476,-0.113,inf,STATIC
17,1,Obstacle,0.663,-0.049,inf,STATIC
18,1,Obstacle,0.664,-0.049,inf,STATIC
18,2,Obstacle,1.463,-0.11,inf,STATIC
19,1,Obstacle,0.664,-0.047,inf,STATIC
19,2,Obstacle,1.446,-0.099,inf,STATIC
20,1,Obstacle,0.667,-0.046,inf,STATIC
20,2,Obstacle,1.431,-0.086,inf,STATIC
21,1,Obstacle,0.671,-0.045,inf,STATIC
21,2,Obstacle,1.437,-0.077,inf,STATIC
22,1,Obstacle,0.675,-0.045,inf,STATIC
22,2,Obstacle,1.448,-0.072,inf,STATIC
23,1,Obstacle,0.68,-0.045,inf,STATIC
23,2,Obstacle,1.459,-0.07,inf,STATIC
24,1,Obstacle,0.687,-0.046,inf,STATIC
24,2,Obstacle,1.459,-0.067,inf,STATIC
25,1,Obstacle,0.693,-0.047,inf,STATIC
25,2,Obstacle,1.457,-0.063,inf,STATIC
26,1,Obstacle,0.698,-0.048,inf,STATIC
26,2,Obstacle,1.454,-0.059,inf,STATIC
27,1,Obstacle,0.702,-0.048,inf,STATIC
27,2,Obstacle,1.451,-0.053,inf,STATIC
28,1,Obstacle,0.705,-0.048,inf,STATIC
28,2,Obstacle,1.452,-0.049,inf,STATIC
29,1,Obstacle,0.706,-0.048,inf,STATIC
29,2,Obstacle,1.454,-0.046,inf,STATIC
30,1,Obstacle,0.708,-0.047,inf,STATIC
30,2,Obstacle,1.456,-0.044,inf,STATIC
31,1,Obstacle,0.709,-0.046,inf,STATIC
31,2,Obstacle,1.458,-0.042,inf,STATIC
32,1,Obstacle,0.709,-0.044,inf,STATIC
33,1,Obstacle,0.71,-0.042,inf,STATIC
33,2,Obstacle,1.459,-0.039,inf,STATIC
34,1,Obstacle,0.71,-0.04,inf,STATIC
34,2,Obstacle,1.46,-0.037,inf,STATIC
35,1,Obstacle,0.709,-0.038,inf,STATIC
35,2,Obstacle,1.456,-0.034,inf,STATIC
36,1,Obstacle,0.711,-0.036,inf,STATIC
36,2,Obstacle,1.452,-0.031,inf,STATIC
37,1,Obstacle,0.712,-0.034,inf,STATIC
37,2,Obstacle,1.449,-0.027,inf,STATIC
37,3,Obstacle,1.455,0.0,inf,STATIC
38,1,Obstacle,0.714,-0.033,inf,STATIC
38,3,Obstacle,1.508,-0.001,inf,DYNAMIC
39,1,Obstacle,0.715,-0.031,inf,STATIC
39,3,Obstacle,1.492,0.002,inf,DYNAMIC
40,1,Obstacle,0.716,-0.03,inf,STATIC
40,3,Obstacle,1.465,0.016,89.96,DYNAMIC
41,1,Obstacle,0.719,-0.03,inf,STATIC
41,3,Obstacle,1.451,0.033,43.99,DYNAMIC
42,1,Obstacle,0.723,-0.03,inf,STATIC
42,3,Obstacle,1.45,0.041,35.03,STATIC
43,1,Obstacle,0.725,-0.03,inf,STATIC
43,3,Obstacle,1.454,0.042,34.64,STATIC
43,2,Obstacle,1.446,-0.023,inf,STATIC
44,1,Obstacle,0.727,-0.029,inf,STATIC
44,2,Obstacle,1.447,-0.02,inf,STATIC
45,1,Obstacle,0.729,-0.029,inf,STATIC
45,3,Obstacle,1.458,0.037,38.9,STATIC
46,1,Obstacle,0.729,-0.028,inf,STATIC
46,2,Obstacle,1.457,-0.021,inf,STATIC
47,1,Obstacle,0.73,-0.027,inf,STATIC
47,3,Obstacle,1.462,0.031,47.1,STATIC
