frame_id,track_id,class,dist_m,speed_ms,ttc_s,state
77,1,Obstacle,1.172,0.0,inf,STATIC
80,1,Obstacle,0.883,1.326,0.67,DYNAMIC
81,1,Obstacle,0.862,1.007,0.86,DYNAMIC
82,1,Obstacle,0.843,0.779,1.08,DYNAMIC
84,1,Obstacle,0.836,0.576,1.45,DYNAMIC
85,1,Obstacle,0.83,0.432,1.92,DYNAMIC
86,1,Obstacle,0.824,0.332,2.48,DYNAMIC
87,1,Obstacle,0.812,0.29,2.8,DYNAMIC
88,1,Obstacle,0.806,0.23,3.5,DYNAMIC
89,1,Obstacle,0.806,0.161,5.0,DYNAMIC
90,1,Obstacle,0.789,0.179,4.41,DYNAMIC
91,1,Obstacle,0.778,0.176,4.43,DYNAMIC
92,1,Obstacle,0.778,0.123,6.33,DYNAMIC
93,1,Obstacle,0.762,0.162,4.69,DYNAMIC
94,1,Obstacle,0.762,0.114,6.7,DYNAMIC
95,1,Obstacle,0.751,0.13,5.79,DYNAMIC
96,1,Obstacle,0.746,0.115,6.51,DYNAMIC
97,1,Obstacle,0.741,0.104,7.1,DYNAMIC
98,1,Obstacle,0.741,0.073,10.12,DYNAMIC
99,1,Obstacle,0.731,0.088,8.31,DYNAMIC
100,1,Obstacle,0.721,0.098,7.38,DYNAMIC
101,1,Obstacle,0.712,0.107,6.68,DYNAMIC
102,1,Obstacle,0.707,0.097,7.31,DYNAMIC
103,1,Obstacle,0.703,0.089,7.86,DYNAMIC
104,1,Obstacle,0.698,0.083,8.36,DYNAMIC
105,1,Obstacle,0.693,0.081,8.6,DYNAMIC
106,1,Obstacle,0.689,0.077,8.9,DYNAMIC
107,1,Obstacle,0.68,0.088,7.73,DYNAMIC
108,1,Obstacle,0.676,0.078,8.63,DYNAMIC
109,1,Obstacle,0.671,0.075,8.95,DYNAMIC
110,1,Obstacle,0.667,0.073,9.19,DYNAMIC
111,1,Obstacle,0.663,0.072,9.27,DYNAMIC
112,1,Obstacle,0.659,0.069,9.5,DYNAMIC
113,1,Obstacle,0.65,0.087,7.44,DYNAMIC
114,1,Obstacle,0.642,0.099,6.49,DYNAMIC
115,1,Obstacle,0.642,0.07,9.2,DYNAMIC
116,1,Obstacle,0.642,0.049,13.07,DYNAMIC
117,1,Obstacle,0.634,0.071,8.95,DYNAMIC
118,1,Obstacle,0.63,0.068,9.23,DYNAMIC
119,1,Obstacle,0.627,0.066,9.47,DYNAMIC
120,1,Obstacle,0.623,0.061,10.2,DYNAMIC
121,1,Obstacle,0.619,0.062,10.01,DYNAMIC
122,1,Obstacle,0.619,0.044,14.2,DYNAMIC
123,1,Obstacle,0.611,0.066,9.21,DYNAMIC
