frame_id,track_id,filter_mode,final_calculated_distance
77,1,1,1.172137
80,1,1,0.882611
81,1,1,0.862332
82,1,1,0.842906
84,1,1,0.836489
85,1,1,0.830239
86,1,1,0.82409
87,1,1,0.812078
88,1,1,0.806193
89,1,1,0.806193
90,1,1,0.788957
91,1,1,0.777864
92,1,1,0.777864
93,1,1,0.761728
94,1,1,0.761679
95,1,1,0.751246
96,1,1,0.746112
97,1,1,0.74104
98,1,1,0.741011
99,1,1,0.731045
100,1,1,0.721345
101,1,1,0.711804
102,1,1,0.707132
103,1,1,0.702548
104,1,1,0.697944
105,1,1,0.693389
106,1,1,0.688922
107,1,1,0.680092
108,1,1,0.675725
109,1,1,0.671448
110,1,1,0.667026
111,1,1,0.662785
112,1,1,0.658637
113,1,1,0.650471
114,1,1,0.642473
115,1,1,0.64236
116,1,1,0.642302
117,1,1,0.634337
118,1,1,0.63041
119,1,1,0.626583
120,1,1,0.62266
121,1,1,0.618906
122,1,1,0.618837
123,1,1,0.611364
124,1,1,0.607641
125,1,1,0.604027
126,1,1,0.600291
127,1,1,0.596662
128,1,1,0.59658
129,1,1,0.589493
130,1,1,0.585951
131,1,1,0.582439
132,1,1,0.578862
133,1,1,0.578676
134,1,1,0.578581
135,1,1,0.578485
136,1,1,0.575115
137,1,1,0.568562
138,1,1,0.565281
139,1,1,0.558598
140,1,1,0.555399
141,1,1,0.552227
142,1,1,0.545744
143,1,1,0.542649
144,1,1,0.539466
145,1,1,0.539234
146,1,1,0.539116
147,1,1,0.536067
148,1,1,0.532677
149,1,1,0.535331
150,1,1,0.535205
151,1,1,0.534818
152,1,1,0.534687
153,1,1,0.531649
154,1,1,0.528635
155,1,1,0.52578
156,1,1,0.525645
157,1,1,0.521835
158,1,1,0.521396
159,1,1,0.521098
160,1,1,0.520795
161,1,1,0.517678
162,1,1,0.517678
163,1,1,0.514895
164,1,1,0.509244
165,1,1,0.506374
166,1,1,0.509244
167,1,1,0.506374
168,1,1,0.509244
169,1,1,0.509244
170,1,1,0.506532
171,1,1,0.506374
172,1,1,0.506374
173,1,1,0.506532
174,1,1,0.508926
175,1,1,0.508926
176,1,1,0.506532
177,1,1,0.506532
178,1,1,0.506532
179,1,1,0.506374
180,1,1,0.506374
181,1,1,0.506532
182,1,1,0.509244
183,1,1,0.509086
184,1,1,0.509244
185,1,1,0.509244
186,1,1,0.506374
187,1,1,0.509086
188,1,1,0.509086
189,1,1,0.511177
