frame_id,track_id,filter_mode,final_calculated_distance
3,1,1,0.647614
4,1,1,0.647614
5,1,1,0.647614
6,1,1,0.647579
7,1,1,0.647614
8,1,1,0.647614
9,1,1,0.647614
10,1,1,0.647614
11,1,1,0.647614
12,1,1,0.65154
13,1,1,0.647614
14,1,1,0.647614
15,1,1,0.647614
16,1,1,0.647614
17,1,1,0.647614
18,1,1,0.647614
19,1,1,0.647579
20,1,1,0.647614
21,1,1,0.647614
22,1,1,0.647614
23,1,1,0.647579
24,1,1,0.647614
25,1,1,0.647614
26,1,1,0.647579
27,1,1,0.647614
28,1,1,0.65154
29,1,1,0.647579
30,1,1,0.647579
31,1,1,0.647614
32,1,1,0.647614
33,1,1,0.647614
34,1,1,0.647614
35,1,1,0.647579
36,1,1,0.647614
37,1,1,0.647614
38,1,1,0.647614
39,1,1,0.651575
40,1,1,0.647614
41,1,1,0.647614
42,1,1,0.647614
43,1,1,0.647579
44,1,1,0.65154
45,1,1,0.647614
46,1,1,0.647614
47,1,1,0.647579
48,1,1,0.647614
49,1,1,0.647614
50,1,1,0.647614
51,1,1,0.647579
52,1,1,0.647614
53,1,1,0.647579
54,1,1,0.647614
55,1,1,0.647614
56,1,1,0.647614
57,1,1,0.647614
58,1,1,0.647614
59,1,1,0.647614
60,1,1,0.647614
61,1,1,0.647614
62,1,1,0.647614
63,1,1,0.647579
64,1,1,0.647614
65,1,1,0.647614
66,1,1,0.647579
67,1,1,0.647614
68,1,1,0.647579
69,1,1,0.647579
70,1,1,0.647614
71,1,1,0.647579
72,1,1,0.647614
73,1,1,0.647614
74,1,1,0.647579
75,1,1,0.647614
76,1,1,0.647614
77,1,1,0.647614
78,1,1,0.647614
79,1,1,0.647579
80,1,1,0.647614
81,1,1,0.647579
82,1,1,0.647579
83,1,1,0.647579
84,1,1,0.647579
85,1,1,0.647579
86,1,1,0.647614
87,1,1,0.647614
88,1,1,0.647614
89,1,1,0.647614
90,1,1,0.647579
91,1,1,0.647614
92,1,1,0.647614
93,1,1,0.647614
94,1,1,0.647614
95,1,1,0.647614
96,1,1,0.647649
97,1,1,0.647614
98,1,1,0.647614
99,1,1,0.647579
100,1,1,0.647614
101,1,1,0.647614
102,1,1,0.647614
103,1,1,0.647614
104,1,1,0.647579
105,1,1,0.647614
106,1,1,0.647614
107,1,1,0.647614
108,1,1,0.647614
109,1,1,0.647614
110,1,1,0.647614
111,1,1,0.647579
112,1,1,0.647614
113,1,1,0.647614
114,1,1,0.647614
115,1,1,0.647614
116,1,1,0.647614
117,1,1,0.647614
118,1,1,0.647614
119,1,1,0.647614
120,1,1,0.647614
121,1,1,0.647614
122,1,1,0.647614
123,1,1,0.647579
124,1,1,0.647614
125,1,1,0.647614
126,1,1,0.647614
127,1,1,0.647614
128,1,1,0.647614
129,1,1,0.647579
130,1,1,0.647579
131,1,1,0.647614
132,1,1,0.651575
133,1,1,0.647614
134,1,1,0.647614
135,1,1,0.647614
136,1,1,0.647614
137,1,1,0.651575
138,1,1,0.647614
139,1,1,0.651575
140,1,1,0.651575
141,1,1,0.647614
