frame_id,track_id,filter_mode,final_calculated_distance
3,1,1,0.423936
4,1,1,0.422014
5,1,1,0.422014
6,1,1,0.422014
7,1,1,0.423936
8,1,1,0.423969
9,1,1,0.423936
10,1,1,0.425904
11,1,1,0.425904
12,1,1,0.423969
13,1,1,0.423969
14,1,1,0.422014
15,1,1,0.422014
16,1,1,0.422014
17,1,1,0.423969
18,1,1,0.423969
19,1,1,0.423969
20,1,1,0.423936
21,1,1,0.423969
22,1,1,0.423969
23,1,1,0.423969
24,1,1,0.423936
25,1,1,0.423969
26,1,1,0.423969
27,1,1,0.423936
28,1,1,0.423936
29,1,1,0.422014
30,1,1,0.423969
31,1,1,0.423936
32,1,1,0.423936
33,1,1,0.423936
34,1,1,0.423936
35,1,1,0.423969
36,1,1,0.425937
37,1,1,0.423969
38,1,1,0.423969
39,1,1,0.423969
40,1,1,0.423969
41,1,1,0.423936
42,1,1,0.423936
43,1,1,0.422014
44,1,1,0.422014
45,1,1,0.423936
46,1,1,0.423936
47,1,1,0.423969
48,1,1,0.423936
49,1,1,0.423936
50,1,1,0.423969
51,1,1,0.423969
52,1,1,0.423969
53,1,1,0.423936
54,1,1,0.423936
55,1,1,0.423936
56,1,1,0.423936
57,1,1,0.425904
58,1,1,0.423936
59,1,1,0.423936
60,1,1,0.425937
61,1,1,0.423936
62,1,1,0.423936
63,1,1,0.423936
64,1,1,0.421981
65,1,1,0.423969
66,1,1,0.423936
67,1,1,0.423936
68,1,1,0.423936
69,1,1,0.42597
70,1,1,0.425937
71,1,1,0.423969
72,1,1,0.423936
73,1,1,0.423936
74,1,1,0.423969
75,1,1,0.425937
76,1,1,0.423936
77,1,1,0.423936
78,1,1,0.423936
79,1,1,0.423936
80,1,1,0.423936
81,1,1,0.423969
82,1,1,0.423936
83,1,1,0.423969
84,1,1,0.423936
85,1,1,0.421981
86,1,1,0.423936
87,1,1,0.423936
88,1,1,0.423936
89,1,1,0.423936
90,1,1,0.423936
91,1,1,0.423936
92,1,1,0.423936
93,1,1,0.423936
94,1,1,0.423969
95,1,1,0.421981
96,1,1,0.423969
97,1,1,0.423969
98,1,1,0.423936
99,1,1,0.423936
100,1,1,0.423969
101,1,1,0.423936
102,1,1,0.423936
103,1,1,0.423969
104,1,1,0.423936
105,1,1,0.423936
106,1,1,0.423936
107,1,1,0.423936
108,1,1,0.423936
109,1,1,0.423936
110,1,1,0.423936
111,1,1,0.422014
112,1,1,0.422014
113,1,1,0.421981
114,1,1,0.423936
115,1,1,0.423936
116,1,1,0.425904
117,1,1,0.423969
118,1,1,0.423936
119,1,1,0.423936
120,1,1,0.425904
121,1,1,0.425904
122,1,1,0.423936
123,1,1,0.423936
124,1,1,0.423969
125,1,1,0.423936
126,1,1,0.422014
127,1,1,0.423936
128,1,1,0.423936
129,1,1,0.423936
130,1,1,0.423969
131,1,1,0.423936
132,1,1,0.423936
133,1,1,0.423936
134,1,1,0.423936
135,1,1,0.423936
136,1,1,0.423936
137,1,1,0.423936
138,1,1,0.423936
139,1,1,0.423936
140,1,1,0.425904
141,1,1,0.423936
142,1,1,0.423936
143,1,1,0.423936
144,1,1,0.423936
145,1,1,0.423936
146,1,1,0.423936
147,1,1,0.423969
148,1,1,0.423969
149,1,1,0.423969
150,1,1,0.423936
151,1,1,0.423969
152,1,1,0.423969
153,1,1,0.423936
154,1,1,0.423969
155,1,1,0.422014
156,1,1,0.423936
157,1,1,0.423936
158,1,1,0.423936
159,1,1,0.423936
